Unnamed: 0,p_title,price,stock,url,company,p_type,img_url
6,Safety Squat Olympic Bar | v2,$229.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/safety-squat-olympic-bar-%7C-v2/430063.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw6c0f3025/images/hi-res/Fitness/430063.2_01.jpg?sw=800&sh=800
7,Rackable Hex Trap Bar – V2,$269.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/rackable-hex-trap-bar-%E2%80%93-v2/430077.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw067eb087/images/hi-res/Fitness/430077.2_01.jpg?sw=800&sh=800
8,Swiss Bar,,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/swiss-bar/430069.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw551486ca/images/hi-res/Fitness/430069.2_01.jpg?sw=800&sh=800
9,Multi-Grip Camber Bar,$179.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/multi-grip-camber-bar/430047.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw93f1dcbd/images/hi-res/Fitness/430047_01.jpg?sw=800&sh=800
10,Seal Row Bar | v2,$149.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/seal-row-bar-%7C-v2/430076.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw89512dd9/images/hi-res/Fitness/430076_01.jpg?sw=800&sh=800
11,Rackable Camber Bar,$184.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/rackable-camber-bar/430038.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw0a81a33c/images/hi-res/Fitness/430038_03.jpg?sw=800&sh=800
12,Olympic Hex Weight Bar,$119.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/olympic-hex-weight-bar/430009.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw57c34cd7/images/hi-res/Fitness/430009.2_01.jpg?sw=800&sh=800
13,EZ Load Hex Bar – v2,$164.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/ez-load-hex-bar-%E2%80%93-v2/430072.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw69e12c6c/images/hi-res/Fitness/430072.2_01.jpg?sw=800&sh=800
14,Axle Barbell – 84-in.,$69.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/olympic/axle-barbell-%E2%80%93-84-in./430025.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwfe221d5f/images/hi-res/Fitness/430025_02.jpg?sw=800&sh=800
15,34-in Olympic Triceps Bar – Chrome,$59.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/specialty/34-in-olympic-triceps-bar-%E2%80%93-chrome/430005.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwc56c0d67/images/hi-res/Fitness/430005.2_01.jpg?sw=800&sh=800
16,60 LB EZ Curl Rubber Fixed Barbell,$129.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/fixed-weight/60-lb-ez-curl-rubber-fixed-barbell/420034.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwe85e4219/images/hi-res/Fitness/420034.2_01.jpg?sw=800&sh=800
17,50 LB EZ Curl Rubber Fixed Barbell,$109.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/fixed-weight/50-lb-ez-curl-rubber-fixed-barbell/420033.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw33e68829/images/hi-res/Fitness/420033.2_01.jpg?sw=800&sh=800
18,30 LB EZ Curl Rubber Fixed Barbell,$69.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/fixed-weight/30-lb-ez-curl-rubber-fixed-barbell/420031.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw82e4eeda/images/hi-res/Fitness/420031.2_01.jpg?sw=800&sh=800
19,40 LB EZ Curl Rubber Fixed Barbell,$89.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/fixed-weight/40-lb-ez-curl-rubber-fixed-barbell/420032.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw39dd2e79/images/hi-res/Fitness/420032.2_01.jpg?sw=800&sh=800
20,20 - 110 LB Set  EZ Curl Rubber Fixed Barbell,"$1,179.99",In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/fixed-weight/20---110-lb-set--ez-curl-rubber-fixed-barbell/420042.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw89b83d4d/images/hi-res/Fitness/420042_00.jpg?sw=800&sh=800
21,Silencer Drop Pads | Set,$149.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/silencer-drop-pads-%7C-set/400555.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw7dffb532/images/hi-res/Fitness/400555v2_01.jpg?sw=800&sh=800
22,Loading Pin,$23.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/loading-pin/401141.2.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw1ece067d/images/hi-res/Fitness/401141_01.jpg?sw=800&sh=800
23,Mini Bar Jack,$43.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/mini-bar-jack/430018.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw22539af0/images/hi-res/Fitness/430018_03.jpg?sw=800&sh=800
24,Full Bar Jack,$83.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/full-bar-jack/430017.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwed19f03c/images/hi-res/Fitness/430017_04.jpg?sw=800&sh=800
25,"6 Foot 3/4"" Heavy Chains",$114.99,Out of stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/6-foot-3%2F4%22-heavy-chains/420014.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dw892757d6/images/hi-res/Fitness/420014_01.jpg?sw=800&sh=800
26,"2"" Weight Bar Grip - Red",$18.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/2%22-weight-bar-grip---red/430012.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwc02c7def/images/hi-res/Fitness/430012_01.jpg?sw=800&sh=800
27,"2"" Weight Bar Grip - Blue",$18.99,In Stock,https://www.titan.fitness/strength/barbells//strength/barbells/accessories/2%22-weight-bar-grip---blue/430014.html,Titan Fitness,Barbell,https://www.titan.fitness/dw/image/v2/BDBZ_PRD/on/demandware.static/-/Sites-masterCatalog_Titan/default/dwbf5de153/images/hi-res/Fitness/430014_03.jpg?sw=800&sh=800
